"name","path","level","rarity","tooltip","restriction","acquisition"
"<span style='color: #fa8072'>Draught of the Phoenix</span>","https://ucarecdn.com/27f720b6-2c58-420c-937b-1816261b2950/BTN_CR_Fastpotion.png",30,"Consumables","Use to grant <span style='color: #c3dbff'>Auto-Life</span> until slain.<br><br><span style='color: #c3dbff'>Auto-Life</span>—When slain, you will be revived with 50% of your Maximum Health and Maximum Mana after 5 seconds. Also, subsequent <span style='color: #c3dbff'>Auto-Life</span> effects cannot revive you for 10 minutes.",NA,"Alchemist Level 30"
"<span style='color: #fa8072'>Elixir of Agility</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",30,"Consumables","Increases Agility by 45. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 40"
"<span style='color: #fa8072'>Elixir of Intelligence</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",30,"Consumables","Increases Intelligence by 45. Has 2 charges.<br>Lasts 10 minutes.","Cannot be used by Warrior classes","Alchemist Level 40"
"<span style='color: #fa8072'>Elixir of Spell Power</span>","https://ucarecdn.com/f50ee8c0-cc79-451e-bbc7-d9a02b7a2a2f/BTNPotionOfVampirism.png",30,"Consumables","Increases Spell Power by 300. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 40"
"<span style='color: #fa8072'>Elixir of Strength</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",30,"Consumables","Increases Strength by 45. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 40"
"<span style='color: #fa8072'>Ether Dust</span>","https://ucarecdn.com/373b96c3-67d7-4ecb-b473-2b4e012b5317/BTNHeartOfAszune.png",30,"Consumables","Increases Resist by 20.<br>Lasts 10 minutes. ",NA,"Goldsmith Level 25"
"<span style='color: #fa8072'>Potion of Healing</span>","https://ucarecdn.com/4f52a7f3-d316-4a64-86d0-3790220b8f26/BTNPotionGreen.png",30,"Consumables","Restores 1750 Health. Has 2 charges. ",NA,"Alcon; Consumables; Apothecary; Alchemist Level 31; 26  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Potion of Mana</span>","https://ucarecdn.com/f39d7b82-971c-4aa9-808b-e9ef0339d70f/BTNPotionBlueBig.png",30,"Consumables","Restores 1500 Mana. Has 2 charges. ",NA,"Alcon; Consumables; Apothecary; Alchemist Level 31; 26  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Potion of Regeneration</span>","https://ucarecdn.com/682443b0-4948-4617-8aa2-b38c37e3a35e/BTNGreaterInvisibility.png",30,"Consumables","Grants 30 Health Regeneration per second. Has 2 charges.<br>Lasts 10 minutes.",NA,"Consumables; Alchemist Level 35"
"<span style='color: #fa8072'>Scroll of Healing</span>","https://ucarecdn.com/0a991022-b2b0-4ad1-9df2-9bc6b5f93dd6/BTNScrollOfTownPortal.png",30,"Consumables","Restores 1500 Health to nearby allies. ",NA,"Scrolls; 40  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Scroll of Mana</span>","https://ucarecdn.com/da5ba7b1-4bc7-4aba-999f-9322782db1cb/BTNScrollOfProtection.png",30,"Consumables","Restores 1250 Mana to nearby allies. ",NA,"Scrolls"
"<span style='color: #fa8072'>Scroll of Regeneration</span>","https://ucarecdn.com/d8647dca-103a-45e2-b7e3-c3d835cdd1ab/BTNScrollOfRegenerationGreen.png",30,"Consumables","Grants 30 Health Regeneration per second to nearby allies.<br>Lasts 2 minutes.",NA,"Scrolls; 26  ≤ Mob Level ≤ 100; 40  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Scroll of the Beast</span>","https://ucarecdn.com/795573c8-5eca-45af-9e35-9247f853c5aa/BTNSnazzyScrollGreen.png",30,"Consumables","Grants 25% bonus damage to nearby allies.<br>Lasts 1 minute.",NA,"Scrolls; Alchemist Level 60; 26  ≤ Mob Level ≤ 100; 40  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Whetstone</span>","https://ucarecdn.com/948d0be7-220b-4619-b9ce-31e7ca02c632/BTNArcaniteArchitecture.png",30,"Consumables","Increases Attack Damage by 45.<br>Lasts 10 minutes. ",NA,"Weaponsmith Level 25"
"<span style='color: #fa8072'>Draught of Hera</span>","https://ucarecdn.com/98203039-4da8-4128-9483-f3b4ded8d69b/BTNMysticPotion.png",45,"Consumables","Grants 10 Mana Regeneration per second.<br>Lasts 10 minutes.","Cannot be used by Warrior classes","Alchemist Level 75"
"<span style='color: #fa8072'>Crackling Charm</span>","https://ucarecdn.com/f554feee-9355-4541-a1aa-391e3d165424/BTNOrbOfLightning.png",50,"Consumables","Summons a Thunder Beast to fight for you.<br>Abilities: Chain Lightning, War Stomp.<br>Lasts for 5 minutes.",NA,"Goldsmith Level 40"
"<span style='color: #fa8072'>Elixir of Greater Agility</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",50,"Consumables","Increases Agility by 100. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 55"
"<span style='color: #fa8072'>Elixir of Greater Intelligence</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",50,"Consumables","Increases Intelligence by 100. Has 2 charges.<br>Lasts 10 minutes.","Cannot be used by Warrior classes","Alchemist Level 55"
"<span style='color: #fa8072'>Elixir of Greater Spell Power</span>","https://ucarecdn.com/f50ee8c0-cc79-451e-bbc7-d9a02b7a2a2f/BTNPotionOfVampirism.png",50,"Consumables","Increases Spell Power by 1000. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 55"
"<span style='color: #fa8072'>Elixir of Greater Strength</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",50,"Consumables","Increases Strength by 100. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 55"
"<span style='color: #fa8072'>Greater Armor Plates</span>","https://ucarecdn.com/55df737a-33f4-4b4a-bbb5-b2b29c31ebea/BTNArmorShard.png",50,"Consumables","Increases Armor by 75.<br>Lasts 10 minutes. ",NA,"Armorsmith Level 40"
"<span style='color: #fa8072'>Greater Ether Dust</span>","https://ucarecdn.com/373b96c3-67d7-4ecb-b473-2b4e012b5317/BTNHeartOfAszune.png",50,"Consumables","Increases Resist by 35.<br>Lasts 10 minutes. ",NA,"Goldsmith Level 45"
"<span style='color: #fa8072'>Greater Whetstone</span>","https://ucarecdn.com/948d0be7-220b-4619-b9ce-31e7ca02c632/BTNArcaniteArchitecture.png",50,"Consumables","Increases Attack Damage by 100.<br>Lasts 10 minutes. ",NA,"Weaponsmith Level 40"
"<span style='color: #fa8072'>Potion of Greater Healing</span>","https://ucarecdn.com/4f52a7f3-d316-4a64-86d0-3790220b8f26/BTNPotionGreen.png",50,"Consumables","Restores 3000 Health. Has 2 charges. ",NA,"Alchemist Level 46; 40  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Potion of Greater Mana</span>","https://ucarecdn.com/f39d7b82-971c-4aa9-808b-e9ef0339d70f/BTNPotionBlueBig.png",50,"Consumables","Restores 2500 Mana. Has 2 charges. ",NA,"Alchemist Level 46; 40  ≤ Mob Level ≤ 100"
"<span style='color: #fa8072'>Potion of Greater Regeneration</span>","https://ucarecdn.com/aa3ffac8-1c7d-4909-9736-2b0dea754047/BTNGreaterRejuvPotion.png",50,"Consumables","Grants 45 Health Regeneration per second. Has 2 charges.<br>Lasts for 10 minutes.",NA,"Alchemist Level 50"
"<span style='color: #fa8072'>Claw Charm</span>","https://ucarecdn.com/61169a67-a1c2-4a88-9ff7-4748b9ec8449/BTNUnholyStrength.png",70,"Consumables","Summons a Burninator to fight for you.<br>Abilities: Drunken Haze, Breath of Fire.<br>Lasts for 5 minutes.",NA,"Goldsmith Level 40"
"<span style='color: #fa8072'>Elixir of Superior Agility</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",85,"Consumables","Increases Agility by 175. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 85"
"<span style='color: #fa8072'>Elixir of Superior Intelligence</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",85,"Consumables","Increases Intelligence by 175. Has 2 charges.<br>Lasts 10 minutes.","Cannot be used by Warrior classes","Alchemist Level 85"
"<span style='color: #fa8072'>Elixir of Superior Spell Power</span>","https://ucarecdn.com/f50ee8c0-cc79-451e-bbc7-d9a02b7a2a2f/BTNPotionOfVampirism.png",85,"Consumables","Increases Spell Power by 1750. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 85"
"<span style='color: #fa8072'>Elixir of Superior Strength</span>","https://ucarecdn.com/ee5c1231-e105-4205-9862-a96e5bcc29ac/BTNPotionRed.png",85,"Consumables","Increases Strength by 175. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 85"
"<span style='color: #fa8072'>Potion of Superior Healing</span>","https://ucarecdn.com/4f52a7f3-d316-4a64-86d0-3790220b8f26/BTNPotionGreen.png",85,"Consumables","Restores 5000 Health. Has 2 charges. ",NA,"Alchemist Level 76"
"<span style='color: #fa8072'>Potion of Superior Mana</span>","https://ucarecdn.com/f39d7b82-971c-4aa9-808b-e9ef0339d70f/BTNPotionBlueBig.png",85,"Consumables","Restores 3500 Mana. Has 2 charges. ",NA,"Alchemist Level 76"
"<span style='color: #fa8072'>Potion of Superior Regeneration</span>","https://ucarecdn.com/7b23d305-6f8c-4899-bcb8-a003dc770202/BTNSnazzyPotion.png",85,"Consumables","Grants 60 Health Regeneration per second. Has 2 charges.<br>Lasts 10 minutes.",NA,"Alchemist Level 80"
"<span style='color: #fa8072'>Superior Armor Plates</span>","https://ucarecdn.com/55df737a-33f4-4b4a-bbb5-b2b29c31ebea/BTNArmorShard.png",85,"Consumables","Increases Armor by 125.<br>Lasts 10 minutes. ",NA,"Armorsmith Level 76"
"<span style='color: #fa8072'>Superior Ether Dust</span>","https://ucarecdn.com/373b96c3-67d7-4ecb-b473-2b4e012b5317/BTNHeartOfAszune.png",85,"Consumables","Increases Resist by 50.<br>Lasts 10 minutes. ",NA,"Goldsmith Level 76"
"<span style='color: #fa8072'>Superior Whetstone</span>","https://ucarecdn.com/948d0be7-220b-4619-b9ce-31e7ca02c632/BTNArcaniteArchitecture.png",85,"Consumables","Increases Attack Damage by 200.<br>Lasts 10 minutes. ",NA,"Weaponsmith Level 76"
"<span style='color: #fa8072'>Draught of Destruction</span>","https://ucarecdn.com/a8693e9e-969d-407f-b20d-496ceb6fa9ee/BTNGoblinMolotow.png",100,"Consumables","Increases Attack Damage by 500. <br>Lasts 10 minutes.  ",NA,"Alchemist Level 100"
"<span style='color: #fa8072'>Draught of Heaven</span>","https://ucarecdn.com/6d127ca4-bc81-4ce6-9ca9-9a6af7cc5d2c/BTNSuprimePotion.png",100,"Consumables","Increases Agility, Strength and Intelligence by 225.",NA,"Alchemist Level 100"
"<span style='color: #fa8072'>Draught of Life</span>","https://ucarecdn.com/9bfe13d5-5647-4ad0-b124-e3fa72bb8a35/BTNHolyWater2.png",100,"Consumables","Grants an aura healing nearby allies for 2% of your Maximum Health per second.<br>Lasts 10 minutes. ",NA,"Alchemist Level 100"
"<span style='color: #73C2FB'>Enchanted Diamond Dust</span>","https://ucarecdn.com/81671c09-69fe-4617-a05b-26c2638bce80/BTNPotionOfRestoration.png",0,"Crafting Component / Unique Crafting Component","A unnatural glowing dust.",NA,"Alchemist Tiro; Mob Level ≤ 25"
"<span style='color: #73C2FB'>Meteoric Iron</span>","https://ucarecdn.com/4950d1bb-2af1-4548-91b9-a03441dfaf0e/BTNMoonStone.png",0,"Crafting Component / Unique Crafting Component","An otherworldly metal fallen from the sky.",NA,"Crafting Supplies; Weapons of the Gods; Barbaric Plains; Nasty Big Pointy Teeth!!"
"<span style='color: #73C2FB'>Power Stone</span>","https://ucarecdn.com/6d45167f-062c-4d3a-9059-7d6ba7dea4b8/BTNManaStone.png",0,"Crafting Component / Unique Crafting Component","You can feel power emanating from it.",NA,"Armorsmith Pelegon; Mob Level ≤ 28"
"<span style='color: #73C2FB'>Runestone</span>","https://ucarecdn.com/7e79f7e8-2624-41d2-9fbb-85558428d506/BTNStone.png",0,"Crafting Component / Unique Crafting Component","There is great power in this ancient rune.",NA,"Crafting Supplies; Minotaur Fel-Bloods; Corinth; Minotaur Burrows; Nasty Big Pointy Teeth!!"
"<span style='color: #73C2FB'>Sapphire</span>","https://ucarecdn.com/5c4ad049-4b2a-4197-bc68-8da3b4bb9793/BTNOrbOfFrost.png",0,"Crafting Component / Unique Crafting Component","An almost perfect cut sapphire",NA,"Goldsmith Aithra; Mob Level ≤ 26"
"<span style='color: #73C2FB'>Tempered Steel</span>","https://ucarecdn.com/b3235174-73ba-4229-a193-a0c0de7633c7/BTNGlyph.png",0,"Crafting Component / Unique Crafting Component","This steel has already been purified and tempered well.",NA,"Weaponsmith Gallus; Mob Level ≤ 27"
"<span style='color: #73C2FB'>Green Power Crystal</span>","https://ucarecdn.com/e9f9210f-6290-4a1b-80dd-eccc2068a119/BTNInfernalStone.png",20,"Crafting Component / Unique Crafting Component","A green crystal glowing with power.",NA,"Artifacts; Hulking Centaur Berzerker; Hulking Ice Beast; Hulking Sea Monster"
"<span style='color: #73C2FB'>Blood Ruby</span>","https://ucarecdn.com/c4ff4023-7e46-4612-8ee1-63187325ea04/BTNOrbofSlowness.png",30,"Crafting Component / Unique Crafting Component","A large ruby colored like blood.",NA,"Confirming Suspicions; Flesh Hunters; Hades; Mob Level ≥ 6"
"<span style='color: #73C2FB'>Lump of Pure Adamantium</span>","https://ucarecdn.com/7d3c4da5-37d4-4b65-9c5f-e6e7b3c09a06/BTNHeartOfSearinox.png",30,"Crafting Component / Unique Crafting Component","A sizeable lump of adamantium.",NA,"Artifacts; Hulking Centaur Berzerker; Hulking Ice Beast; Hulking Sea Monster"
"<span style='color: #73C2FB'>Ruby Heart</span>","https://ucarecdn.com/47d97bed-d68a-4372-abba-78a3e5663b6e/BTNPhilosophersStone.png",30,"Crafting Component / Unique Crafting Component","A large ruby, the living heart of a Rock Giant. ",NA,"Crafting Supplies; Hillcrusher; Rock Giant; Nasty Big Pointy Teeth!!"
"<span style='color: #73C2FB'>Transport Stone</span>","https://ucarecdn.com/9101ba01-5d94-4f4e-ad6e-4da684a18f59/BTNGem.png",30,"Crafting Component / Unique Crafting Component","A rare stone used for teleportation.",NA,"Crafting Supplies; Isle of Issus"
"<span style='color: #73C2FB'>Gemstone of Apollo</span>","https://ucarecdn.com/6097fdfd-594e-4577-b141-6a63947ae2df/BTNHealthStone.png",50,"Crafting Component / Unique Crafting Component","A fiery gemstone imbued with the power of Apollo.",NA,"Temple of Apollo"
"<span style='color: #73C2FB'>Heart of Frost</span>","https://ucarecdn.com/260ed8bb-eac0-4dc9-b9e3-6b9e4a86a58f/BTNIceShard.png",55,"Crafting Component / Unique Crafting Component","The chill heart of an Ice Behemoth.",NA,"Crafting Supplies; Diamond-Hard Shells; Tundra; Nasty Big Pointy Teeth!!"
"<span style='color: #73C2FB'>Sea Essence</span>","https://ucarecdn.com/946ace2c-6fd4-46cb-bbab-2b404ae3b522/BTNVialFull.png",55,"Crafting Component / Unique Crafting Component","Captured in this vial is the raw might of tides and currents.",NA,"Crafting Supplies; Diamond-Hard Shells; Island of Storms; Nasty Big Pointy Teeth!!"
"<span style='color: #73C2FB'>Burning Heart of Ladon</span>","https://ucarecdn.com/8df02ca3-b3db-43f8-b13f-f4ded8eb3234/BTNFire.png",60,"Crafting Component / Unique Crafting Component","The still-burning heart of the great dragon Ladon.",NA,"Ladon"
"<span style='color: #73C2FB'>Gem of Birth</span>","https://ucarecdn.com/aaf14cb0-8ea2-4cf5-9ccf-24c61fe785d9/BTNGemOfBirth.png",70,"Crafting Component / Unique Crafting Component","Looking into this gem you see images of your youth.",NA,"Creep"
"<span style='color: #73C2FB'>Gem of Death</span>","https://ucarecdn.com/74cfd36c-0735-4457-83c4-ad5522929c48/BTNGemOfDeath.png",70,"Crafting Component / Unique Crafting Component","You feel a cold emptiness looking into this Gem.",NA,"Sludge Beast"
"<span style='color: #73C2FB'>Gem of Life</span>","https://ucarecdn.com/d90e51b9-265e-44e3-b376-52992f265f47/BTNGemOfLife.png",70,"Crafting Component / Unique Crafting Component","You feel invigorated looking into this gem.",NA,"Horror"
"<span style='color: #73C2FB'>Stone of Heaven</span>","https://ucarecdn.com/b05bda08-aa35-426a-8698-be7ee3877c93/BTNtrashedgem.png",75,"Crafting Component / Unique Crafting Component","This stone fell from the heavens to the world of mortals.",NA,"Artifacts; Leaders of the Citadel; Hulking Centaur Berzerker; Hulking Ice Beast; Hulking Sea Monster; Persephone"
"<span style='color: #73C2FB'>Gem of the East</span>","https://ucarecdn.com/88f2e0bd-e9cf-48db-8ecf-98d3186e029b/BTNSphereOfNature2.png",115,"Crafting Component / Unique Crafting Component","This gem shines like the eastern dawn.",NA,"Goldsmith Level 100"
"<span style='color: #73C2FB'>Gem of the North</span>","https://ucarecdn.com/abb1b3e6-7a23-477d-ad54-6ce89d2ee20f/BTNSphereOfWater2.png",115,"Crafting Component / Unique Crafting Component","The chill of the north lies within this gem.",NA,"Weaponsmith Level 100"
"<span style='color: #73C2FB'>Gem of the South</span>","https://ucarecdn.com/7b8e5daf-509e-4152-bb60-05d5b4e7f317/BTNSphereOfFire2.png",115,"Crafting Component / Unique Crafting Component","You can feel the heat of the south in this gem.",NA,"Armorsmith Level 100"
"<span style='color: #73C2FB'>Gem of the West</span>","https://ucarecdn.com/95c47afe-29f4-438e-9458-70f2ab38a1dd/BTNSphereOfDivine2.png",115,"Crafting Component / Unique Crafting Component","This gem bares the essence of the land where the sun sleeps.",NA,"Goldsmith Level 100"
"<span style='color: #ff7700'>Charm of Battle Lust</span>","https://ucarecdn.com/c009c4e4-092d-4bae-ac40-a686fff5804e/BTNGuldanSkull.png",15,"Rare","Increases Strength and Agility by 6 and Attack Speed by 20%.",NA,"Goldsmith Level 30; Rokthul"
"<span style='color: #ff7700'>Oracle's Robes</span>","https://ucarecdn.com/ad173259-932b-4425-9cd9-89767372814f/BTNCloakofEyes.png",15,"Rare","Increases Armor by 8, Intelligence by 6 and Spell Power by 75. Grants <span style='color: #c3dbff'>Mana Regeneration III</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration III</span>—Gain 20% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>Oracle's Set</span> (2/2) — +50 Spell Power.","Cannot be used by Warrior classes","Armorsmith Level 15; Rokthul"
"<span style='color: #ff7700'>Oracle's Staff</span>","https://ucarecdn.com/a21a5bf1-4328-41b9-b96d-50bf7e1a8da4/BTNWitchDoctorAdept.png",15,"Rare","Increases Intelligence by 8 and Spell Power by 180.<br><br><span style='color: #c3dbff'>Oracle's Set</span> (1/2) — +50 Spell Power.","Cannot be used by Warrior classes","Weaponsmith Level 15"
"<span style='color: #ff7700'>Spartan Breastplate</span>","https://ucarecdn.com/78f7f323-fbab-4cbc-b68f-f42af88aa63f/BTNarmor_1.png",15,"Rare","Increases Armor by 20, Strength by 8 and Health Regeneration by 5 Health per second.<br><br><span style='color: #c3dbff'>Spartan Field Set</span> (2/2) — +5 Strength and Agility.",NA,"Armorsmith Level 15; Rokthul"
"<span style='color: #ff7700'>Spartan Short Sword</span>","https://ucarecdn.com/3cc1c236-b507-4e40-957d-ee677ec363cd/BTNCrystalSword.png",15,"Rare","Increases Attack Damage by 25, Strength and Agility by 5 and Attack Speed by 15%.<br><br><span style='color: #c3dbff'>Spartan Field Set</span> (1/2) — +5 Strength and Agility.",NA,"Weaponsmith Level 15; Rokthul"
"<span style='color: #ff7700'>Spirit Charm</span>","https://ucarecdn.com/1e83af5d-dd46-412a-92a6-b34dda305b1a/BTNNatureTouchGrow.png",15,"Rare","Increases Intelligence by 20 and grants <span style='color: #c3dbff'>Mana Regeneration IV</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration IV</span>—Gain 25% increased Mana Regeneration.","Cannot be used by Warrior classes","Goldsmith Level 30; Rokthul"
"<span style='color: #ff7700'>Charm of Battle Fury</span>","https://ucarecdn.com/8c3a860b-f7fe-4050-9919-573add3ea1fb/BTNOrbOfCorruption.png",30,"Rare","Increases Strength and Agility by 15 and Attack Speed by 30%.",NA,"Goldsmith Level 45; Gethos the Mighty; Minotaur Burrows"
"<span style='color: #ff7700'>High Oracle's Robes</span>","https://ucarecdn.com/a022d791-448b-47ac-be61-be9f3ec910b9/BTNSirenMaster.png",30,"Rare","Increases Armor by 12, Intelligence by 12 and Spell Power by 120. Grants <span style='color: #c3dbff'>Mana Regeneration IV</span>.<br><br><span style='color: #c3dbff'>Mana Regeneration IV</span>—Gain 25% increased Mana Regeneration.<br><br><span style='color: #c3dbff'>High Oracle's Set</span> (2/2) — +100 Spell Power.","Cannot be used by Warrior classes","Armorsmith Level 30; Pelias; Manticore; Goretusk; Gethos the Mighty"
